"bill_id","term","session","title","keywords","long_title","summary","commem"
"SB21-0072","2021_2022","2021-RS","Public Utilities Commission Modernize Electric Transmission Infrastructure","Energy
State Government","Concerning the expansion of electric transmission facilities to enable Colorado to meet its clean energy goals, and, in connection therewith, creating the Colorado electric transmission authority, requiring transmission utilities to join organized wholesale markets, and allowing additional classes of transmission utilities to obtain revenue through the colocation of broadband facilities within their existing rights-of-way.","Section 1 of the act authorizes the public utilities commission (PUC) to approve utilities' applications to build new transmission facilities if the PUC, consistent with its authority, finds that the new facilities would assist the utilities in meeting the state's clean energy goals established in 2019. In constructing or expanding transmission facilities, a utility must use its own employees, engage a contractor whose employees have access to federally approved apprenticeship programs, or both. Section 1 also requires the PUC to consider the ability of the proposed facilities to support future expansion as needed to enable the utility to participate in an organized wholesale market (OWM), which is defined in section 2 as an organization established for the purpose of coordinating and managing the transmission of electricity among multiple public utilities on a multistate or regional basis. An application for construction or expansion of transmission facilities is deemed approved if the PUC does not deny it within 240 days after the application is complete and public notice has been given.Section 6 imposes a 180-day deadline for approval by a local government if local government approval is required.Sections 4 and 7 create the Colorado electric transmission authority (CETA) as an independent special purpose authority, and section 4 specifies the composition and manner of appointment of the board of directors that governs the authority. CETA is authorized to select a qualified transmission operator to finance, plan, acquire, maintain, and operate eligible electric transmission and interconnected storage facilities (eligible facilities).Under sections 4, 8, and 9, CETA is granted various powers necessary to accomplish its purposes, including the power to:Issue revenue bonds; Identify and establish intrastate electric transmission corridors; Coordinate with other entities to establish interstate electric transmission corridors; Exercise the power of eminent domain to acquire eligible facilities; and Collect payments of reasonable rates, fees, interest, or other charges from persons using eligible facilities. CETA is generally subject to state open-records and open-meetings requirements, but proprietary confidential information that it holds, including power purchase agreements, costs of production, costs of transmission, transmission service agreements, credit reviews, detailed power models, and financing statements, is not subject to inspection. Section 10 authorizes payment of CETA's administrative expenses, not to exceed $500,000 annually, from an existing cash fund administered by the PUC.Section 2 sets out deadlines and conditions under which an electric utility that owns and controls transmission facilities (transmission utility) is required to join an OWM. The commission may delay or waive this requirement for a utility that is unable, despite its best efforts, to find a viable and available OWM to join or if the commission determines, based on its evaluation of specified factors, that requiring the transmission utility to join an OWM would not be in the public interest. A transmission utility that joins an OWM may recover costs of participating in the OWN from its ratepayers.Under current law, a cooperative electric association with an electric easement on real property is authorized to install or to allow a commercial broadband supplier to install broadband facilities on the real property, subject to notice and procedural requirements. Section 3 expands the authorization to apply to any non-investor-owned, non-municipally-owned, vertically integrated supplier of electric energy to its customers or members.Section 9 specifies that when a right-of-way is taken for an interstate electric transmission line, the court shall evaluate public purpose in light of the transmission system as a whole, including public use and benefits occurring either within Colorado or at a regional level.(Note: This summary applies to this bill as enacted.)",0
"SB21-0073","2021_2022","2021-RS","Civil Action Statute Of Limitations Sexual Assault","Civil Law","Concerning changing the statute of limitations applicable to civil actions alleging sexual misconduct for which the statute of limitations has not yet run as of January 1, 2022.","Under existing law, the statute of limitations to bring a civil claim based on sexual assault or a sexual offense against a child is 6 years, but the statute is tolled when the victim is a person under disability or is in a special relationship with the perpetrator of the assault. The act defines sexual misconduct and removes the limitation on bringing a civil claim based on sexual misconduct, including derivative claims and claims brought against a person or entity that is not the perpetrator of the sexual misconduct. The statutory period to commence a civil action described in the act applies to a cause of action that accrues on or after January 1, 2022, or a cause of action accruing prior to January 1, 2022, so long as the applicable statute of limitations has not yet run as of January 1, 2022.The act removes the provision that a plaintiff who is a victim of a series of sexual assaults does not need to establish which act in the series caused the plaintiff's injuries.The act repeals the limited waiver of the doctor- or psychologist-patient privilege for claims brought by a person under disability.Under existing law, a plaintiff who brings a civil action alleging sexual misconduct 15 years or more after the plaintiff turns 18 is limited to recovering only certain damages. The act repeals this limitation.Under existing law, a victim who is a person under disability or is in a special relationship with the perpetrator of the assault may not bring an action against a defendant who is deceased or incapacitated. The act eliminates this restriction.Under existing law, a claim for negligence in the practice of medicine that is based on a sexual assault is exempt from the statute of limitations for claims involving sexual assault and instead is subject to the same limitation as any other claim for negligence in the practice of medicine. The act removes this exemption.(Note: This summary applies to this bill as enacted.)",0
"SB21-0074","2021_2022","2021-RS","Expunge Nonviolent Convictions After Three Years","Courts & Judicial","Concerning expungement of conviction records for nonviolent offenses.","The bill creates a process to automatically expunge petty offenses a year after completion of the sentence, nonviolent misdemeanors 3 years after the completion of the sentence, and nonviolent felonies 5 years after the completion of the sentence. The bill creates a list of convictions for which automatic expungement is not permitted. The bill requires the state court administrator (administrator) to compile a list of convictions that are eligible for expungement. After the administrator compiles the list, the administrator sends the list to the Colorado bureau of investigation (bureau) for review, and the bureau removes from the list any convictions in which the identity of the defendant is unverifiable or in which the defendant had another conviction during the waiting period. The bureau sends its amended list to each district attorney in the state, and the district attorney removes any convictions in which the defendant has a pending criminal charge. Each district attorney sends its amended list to the administrator. The administrator compiles all of the lists into one final list and sorts the convictions by judicial district. If the chief judge of a judicial district authorizes the administrator to issue expungement orders, the administrator shall issue expungement orders based on the final list. If the chief judge of a judicial district does not authorize the administrator to issue expungement orders, the administrator shall send the final list to the chief judge of the judicial district, and the courts of that judicial district shall enter expungement orders based on the final list received. The administrator shall develop a website that allows a defendant to confidentially determine whether the defendant's conviction has been expunged and provides information about how to receive a copy of the expungement order. (Note: This summary applies to this bill as introduced.)",0
"SB21-0075","2021_2022","2021-RS","Supported Decision-making Agreement","Probate, Trusts, & Fiduciaries","Concerning supported decision-making agreements for adults with disabilities, and, in connection therewith, authorizing such agreements as an alternative for or supplement to a guardianship.","The act allows an adult with a disability (adult) to voluntarily enter into a supported decision-making agreement (agreement) with one or more members of the supportive community. Under the agreement, the adult may request the member of the supportive community to do any of the following:Provide supported decision-making, including assistance in understanding the options, responsibilities, and consequences of the adult's life decisions, without making those decisions on behalf of the adult; Assist the adult in accessing, collecting, obtaining, and understanding information that is relevant to a given life decision from any person; and Assist the adult in communicating the adult's decisions to appropriate persons when expressly authorized by the adult. The agreement may be in any form but is only valid if it contains certain information and is voluntarily signed by the adult and each member of the supportive community in the presence of 2 or more attesting and disinterested witnesses who are 18 years of age or older, or a notary public.The act requires any person who receives the original or a copy of the agreement to rely on the agreement. A person is not subject to criminal and civil liability and does not engage in professional misconduct for an act or omission if the act or omission is done in good faith and in reliance on an agreement.(Note: This summary applies to this bill as enacted.)",0
"SB21-0076","2021_2022","2021-RS","Fund Electronic Third-party Vehicle Transactions","State Government
Transportation & Motor Vehicles","Concerning the funding of a system for electronic transactions made by third-party providers related to the regulation of vehicles, and, in connection therewith, making an appropriation.","Before the act was passed, the law provided for an electronic system to transmit registration, lien, and titling information to the department of revenue (department).The act imposes a per-transaction fee up to $3, set by the department, on third-party providers that issue registrations and titles to administer the system. This fee will also be set and collected to reimburse the general fund for the $1,631,792 appropriated to implement the system.The general assembly is authorized to make an appropriation from the general fund or the highway users tax fund to fund the system. For the 2021-22 state fiscal year, $1,631,792 is appropriated from the general fund to the department.(Note: This summary applies to this bill as enacted.)",0
"SB21-0077","2021_2022","2021-RS","Remove Lawful Presence Verification Credentialing","Professions & Occupations","Concerning the elimination of verification of an individual's lawful presence in the United States as a requirement for individual credentialing.","The act eliminates the requirement that the department of education and each division, board, or agency of the department of regulatory agencies verify the lawful presence of each applicant before issuing or renewing a license.The act also specifies that lawful presence is not required of any applicant for any state or local license, certificate, or registration. The act is a state law within the meaning of the federal law that gives states authority to provide for eligibility for state and local public benefits to persons who are unlawfully residing in the United States.(Note: This summary applies to this bill as enacted.)",0
"SB21-0078","2021_2022","2021-RS","Lost Or Stolen Firearms","Crimes, Corrections, & Enforcement","Concerning the responsibility of an individual firearm owner to report a missing firearm.","An individual who owns a firearm must report the loss or theft of that firearm to a law enforcement agency within 5 days after discovering that the firearm was lost or stolen. A first offense for failure to make such a report is a civil infraction punishable by a $25 fine, and a second or subsequent offense is a misdemeanor punishable by a maximum $500 fine. The 5-day reporting requirement does not apply to a licensed gun dealer.Another person who is a member of the owner's family or who resides with the owner may report the lost or stolen firearm. If the other person reports the loss or theft of the firearm, the owner is not required to make a report. A report by another person is not an acknowledgment of firearm ownership.A person who reports a lost or stolen firearm is immune from criminal prosecution for an offense pursuant to state law related to the storage of firearms.The act requires a law enforcement agency that receives a report of a lost or stolen firearm to enter information about the lost or stolen firearm into the Colorado bureau of investigation crime information center database.(Note: This summary applies to this bill as enacted.)",0
"SB21-0079","2021_2022","2021-RS","Deregulate Meat Sales Direct To Consumers","Agriculture
Business & Economic Development","Concerning the sale of animals for consumption to informed end consumers in a manner that exempts the sale from certain laws.","The act allows a person to sell, without licensure, regulation, or inspection by a public health agency, rabbit meat if the animal was raised and processed by the seller and to sell shares in the meat of an animal, which includes cattle, calves, elk, sheep, hogs, bison, goats, and rabbits, but not fish, for future delivery if:The person displays at the point of sale a disclaimer or gives the purchaser a document with a disclaimer that: The seller is not licensed and the animals or meat are not subject to state regulation or inspection by a public health agency; and The animals or meat are not intended for resale; and The animals or meat are delivered directly from the seller to an informed end consumer and are sold only in Colorado. The purchaser is prohibited from reselling the animal, animal share, or meat. A seller is not liable in a civil action for damages caused by inadequately cooking or improperly preparing the animal or meat for consumption.The act also limits the number of brand inspections for an animal share sale to a single inspection before slaughter. The state board of stock inspection commissioners will promulgate rules establishing procedures for a single inspection.(Note: This summary applies to this bill as enacted.)",0
"SB21-0080","2021_2022","2021-RS","Protections For Entities During COVID-19","Civil Law","Concerning protections for entities that comply with public health guidelines related to COVID-19.","An entity is not liable for any damages that result from exposure, loss, damage, injury, or death arising out of COVID-19 unless: A claimant proves by clear and convincing evidence that the exposure, loss, damage, injury, or death was caused by the entity's failure to comply with public health guidelines; or The exposure, loss, damage, injury, or death was caused by gross negligence or a willful and wanton act or omission of the entity. The bill is repealed 2 years after the date the governor terminates the state of disaster emergency declared on March 11, 2020. (Note: This summary applies to this bill as introduced.)",0
"SB21-0081","2021_2022","2021-RS","Measures To Prevent The Misuse Of Safe2Tell","Crimes, Corrections, & Enforcement
Education & School Finance (Pre & K-12)","Concerning procedural measures to prevent the misuse of the safe2tell program.","The act allows the attorney general to disclose to law enforcement personnel any materials or information obtained through the implementation or operation of the safe2tell program (program) if the attorney general reasonably deems such disclosure necessary for the prevention of imminent physical harm or serious bodily injury to one or more persons.The act permits a court to issue a court order for production of records upon the request of a law enforcement agency, public safety agency, or district attorney, under seal, for program materials identifying a reporting party if the court, following an in camera review, determines probable cause exists that a reporting party to the program knowingly used the program in the commission of false reporting of an emergency and release of program materials is justified on balance in view of the probable violation and the program purpose of anonymity. The court may lift the sealing only on a motion of a district attorney upon showing of good cause following an in camera review of the information. If charges are filed against a person that rely on the information provided pursuant to the court order, the sealing order automatically expires and the information is subject to discovery obligations.The program produces awareness and educational materials for the program. The act requires those materials to include an explanation of the circumstances when a student's report may not remain anonymous.(Note: This summary applies to this bill as enacted.)",0
"SB21-0082","2021_2022","2021-RS","Alcohol Beverage Festival For Tastings And Sales","Business & Economic Development
Liquor, Tobacco, & Marijuana","Concerning authorization for certain alcohol beverage license holders to hold festivals for alcohol beverage retail activity, and, in connection therewith, making an appropriation.","The act authorizes the following alcohol beverage licensees to obtain a festival permit, which would allow the licensees to hold festivals where they may conduct joint tastings and engage in any retail operations authorized by their licenses or permits:A beer and wine licensee; A hotel and restaurant licensee; A tavern licensee; A brew pub licensee; A vintner's restaurant licensee; A distillery pub licensee; A winery or limited winery licensee; A spirits manufacturer; and A beer manufacturer. Local licensing authorities may create a permitting process for these festivals. Licensees may obtain a permit to hold up to 9 festivals in 12 months, with each festival lasting no longer than 72 hours. Other licensees may participate in the festival.The act appropriates $511,210 to the department of revenue from the liquor enforcement division and state licensing authority cash fund to implement the act.(Note: This summary applies to this bill as enacted.)",0
"SB21-0083","2021_2022","2021-RS","Higher Education Student Financial Assistance Funding","Higher Education","Concerning the modification of the requirement for the fiscal year 2021-22 that the annual appropriations for student financial assistance for higher education increase by at least the same percentage as the aggregate percentage increase of all general fund appropriations to institutions of higher education.","The act modifies the requirement for the 2021-22 fiscal year that the annual appropriations for higher education student financial assistance increase by at least the same percentage as the aggregate percentage increase of all general fund appropriations to institutions of higher education. The act clarifies that this standard increase will not apply to appropriations for the 2021-22 fiscal year for increases in funding for the institutions of higher education that restore aggregate general fund appropriations to a level at or below the level of such appropriations for the 2019-20 fiscal year. Furthermore, for the 2021-22 fiscal year, the standard formula will be calculated based on 2020-21 fiscal year financial aid appropriations during the 2020 legislative session and does not include supplemental appropriations for financial aid during the 2021 legislative session.(Note: This summary applies to this bill as enacted.)",0
"SB21-0084","2021_2022","2021-RS","Local Government Authority Roughed-in Roads","Local Government
Transportation & Motor Vehicles","Concerning the authority of local governments to prohibit the operation of motor vehicles upon roughed-in roads when necessary for the protection of the public.","The act authorizes local governments to prohibit the operation of motor vehicles or off-highway vehicles on roughed-in roads, which are areas where the ground has been cut with the intention to make a road but has not been improved enough to qualify as a road.(Note: This summary applies to this bill as enacted.)",0
"SB21-0085","2021_2022","2021-RS","Actuarial Review Health Insurance Mandate Legislation","Health Care & Health Insurance
Higher Education","Concerning actuarial reviews of proposed legislation that may impose a new health benefit mandate on health benefit plans.","The bill requires the division of insurance (division) to retain a contractor on or before November 1, 2021, for the purpose of performing actuarial reviews of proposed legislation that may impose a new health benefit mandate on health benefit plans. The contractor, under the direction of the division, shall conduct an actuarial review of up to 5 legislative proposals for each regular legislative session, each at the request of a member of the general assembly. Each actuarial review performed by the contractor must consider the predicted effects of the legislative proposal during the 5 years immediately following the effective date of the proposed legislation, including specifically described considerations. In preparing a fiscal note for any legislative proposal that may impose a new health benefit mandate on health benefit plans, the legislative service agency charged with preparing the fiscal note shall either: Include in the fiscal note information that is produced by the contractor in review of the legislative proposal; or If no information is produced by the contractor in review of the legislative proposal, indicate such fact in the fiscal note.(Note: This summary applies to this bill as introduced.)",0
"SB21-0086","2021_2022","2021-RS","Beer Delivery By Third-party Services","Liquor, Tobacco, & Marijuana","Concerning the ability of certain alcohol beverage retailers to use a third-party delivery service instead of their employees to deliver alcohol beverages to their customers for consumption off the licensed premises.","The bill permits a fermented malt beverage retailer that is licensed to sell fermented malt beverages for off-premises consumption and that has licensed premises comprising less than 7,500 square feet to use a third-party delivery service, instead of its own employees and vehicles, to deliver fermented malt beverages to its customers.(Note: This summary applies to this bill as introduced.)",0
"SB21-0087","2021_2022","2021-RS","Agricultural Workers' Rights","Labor & Employment","Concerning agricultural workers' rights, and, in connection therewith, making an appropriation.","The act:Prohibits an agricultural employer from retaliating against any person, including an agricultural employee who is asserting protected rights, and allows an aggrieved person to assert a claim in district court or with the division of labor standards and statistics (division) in the department of labor and employment for alleged retaliation; Removes the exemption of agricultural employers and employees from the Colorado ""Labor Peace Act"" and authorizes agricultural employees to organize and join labor unions; engage in protected, concerted activity; and engage in collective bargaining; Removes the exemption of agricultural labor from state and local minimum wage laws; Establishes a separate minimum wage for agricultural employees engaged in the range production of livestock on the open range; Requires the director of the division to promulgate rules to establish the overtime pay of agricultural employees, to implement procedures concerning retaliation claims, to ensure access to key service providers, and for overwork protections for agricultural workers; Grants agricultural employees meal breaks and rest periods throughout each work period, consistent with protections for other employees; Requires agricultural employers to provide agricultural employees with access and transportation to key service providers; Authorizes agricultural employees to have visitors at employer-provided housing without interference from other persons; Requires agricultural employers to provide overwork and health protections to agricultural employees; Prohibits the use of the short-handled for agricultural labor except in specific circumstances; During a public health emergency, requires an agricultural employer to provide extra protections and increased safety precautions for agricultural employees; Creates rights, remedies, and enforcement actions for aggrieved agricultural employees, whistleblowers, and key service providers; and Creates the agricultural work advisory committee to study and analyze agricultural wages and working conditions. $474,657 is appropriated from the employment support fund to the department of labor and employment to implement the act, of which amount $38, 282 is reappropriated to the department of law to provide legal services to the department of labor and employment. Additionally, $193,882 is appropriated from the general fund to the department of agriculture for use by the plant industry division to implement the act.(Note: This summary applies to this bill as enacted.)",0
"SB21-0088","2021_2022","2021-RS","Child Sexual Abuse Accountability Act","Civil Law
Courts & Judicial","Concerning establishing a civil cause of action for sexual misconduct against a minor, and, in connection therewith, making an appropriation.","The act creates a statutory cause of action for a victim of sexual misconduct that occurred when the victim was a minor. The victim may bring a civil claim against the actor who committed the sexual misconduct and against an organization that operates or manages a youth-related activity or program (youth program) if the organization knew or should have known of a risk of sexual misconduct against minors and the sexual misconduct occurred while the victim was participating in a youth program managed by the organization. The act waives sovereign immunity for the claim so a victim may bring a claim against a public employee or public entity that operates a youth program, including an educational entity operating an educational program or a district preschool program.The cause of action is available to a victim of sexual misconduct that occurred on or after January 1, 1960. A person who was the victim of sexual misconduct that occurred between January 1, 1960, and January 1, 2022, must commence an action before January 1, 2025. There is no limitation on the time to bring a claim for sexual misconduct that occurs on or after January 1, 2022. A person may not, prior to an incident of sexual misconduct, waive the right to bring a civil action; any purported pre-incident waiver is void as against public policy.A court or jury shall not allocate any damages awarded in the civil action in any proportion against the victim of the sexual misconduct. Any pre-judgment interest on the claim does not begin to accrue until the claim is filed.The maximum amount that may be recovered for a claim against a public employee or public entity is the limitation on damages set forth in the ""Colorado Governmental Immunity Act"". For all other claims, the maximum amount recoverable is $500,000; except that if the court finds by clear and convincing evidence that the defendant failed to take remedial action against a person that the defendant knew or should have known posed a risk of sexual misconduct against a minor and the court finds that the application of the limitation would be unfair, the court may increase the award to up a maximum of $1,000,000.The act appropriates $1,198,355 from the general fund to the department of personnel for risk management and reappropriates $1,137,838 of that appropriation and provides 5.9 FTE to the department of law to provide legal services.(Note: This summary applies to this bill as enacted.)",0
"SB21-0089","2021_2022","2021-RS","Cancer Screening Services Through Colorado Department Of Public Health And Environment","Health Care & Health Insurance
Insurance","Concerning the expansion of breast cancer screening services provided through the department of public health and environment to include screening of other types of cancer.","Current law appropriates $5 million annually from the tobacco tax cash fund to the department of public health and environment (department) for breast and cervical cancer screenings. The bill expands the use of the funds for additional cancer screenings. The bill changes the name of the breast cancer screening fund to the cancer screening fund and authorizes the money in the fund to be used for breast and cervical cancer screenings, colorectal cancer screenings, and screenings for additional screenable cancers. The bill changes the makeup of the existing advisory board from persons interested in health care and the promotion of breast cancer screenings to include persons who are interested in health care and the promotion of services for other screenable cancers. When making recommendations to the executive director of the department concerning cancer screening services, the bill requires the advisory board to allocate, at a minimum, $2.5 million annually for breast and cervical cancer screenings, $1 million annually for colorectal cancer screenings, and, if feasible, money for screenings for additional screenable cancers. (Note: This summary applies to this bill as introduced.)",0
"SB21-0090","2021_2022","2021-RS","Small Group Health Insurance Plan Renewal","Health Care & Health Insurance","Concerning the renewal of a small group health benefit plan issued to an employer that no longer meets the definition of small employer after the small group plan was first issued.","The act clarifies that if a small employer has been issued a health benefit plan subject to small group insurance laws and rules, and then following the issuance date subsequently employs more than 100 employees, the small group insurance laws and rules continue to apply to the plan as long as the employer renews the current health benefit plan. If the employer opts to renew its current plan, the act requires an insurance carrier to offer the employer the same small group health benefit plan or, if the same plan is no longer available, a similar plan that the carrier offers to other small employers.The act requires an insurance carrier to notify the employer that the small group insurance laws and rules will no longer apply if the employer fails to renew the current plan or elects to enroll in a different health benefit plan.(Note: This summary applies to this bill as enacted.)",0
"SB21-0091","2021_2022","2021-RS","Credit Transaction Charge Limitations","Financial Services & Commerce","Concerning limitations on credit transaction charges.","Under current law, a seller, lessor, or company issuing a credit or charge card is prohibited from imposing a surcharge against a person who elects to pay for a sales or lease transaction by using a credit or charge card. The act:Repeals the prohibition; and Limits the maximum surcharge amount per transaction to 2% of the total cost to the buyer or lessee for the sales or lease transaction or the merchant discount fee, which is defined as the actual fee that a seller or lessor (merchant) pays its processor or service provider to process the transaction. A merchant is required to display notice regarding the surcharge on the merchant's premises or, for online purchases, before an online customer's completion of the sales or lease transaction.The act clarifies that a merchant is prohibited from applying the surcharge to cash or check payments, debit card payments, or payments made by redemption of a gift card.If a merchant imposes a surcharge in violation of the act, the merchant is subject to liability as a creditor under the ""Uniform Consumer Credit Code"".(Note: This summary applies to this bill as enacted.)",0
"SB21-0092","2021_2022","2021-RS","Sunset Surgical Assistants And Surgical Technologists","Health Care & Health Insurance","Concerning the continuation of the regulation of persons who assist surgeons, and, in connection therewith, implementing the recommendations contained in the 2020 sunset report by the department of regulatory agencies.","The act implements the recommendations of the department of regulatory agencies (department) in its sunset review and report on the surgical assistants and surgical technologists registration program. Specifically, the act:Continues the registration of surgical assistants and surgical technologists for 7 years, until 2028; Requires a surgical assistant or surgical technologist whose registration is revoked or who has surrendered a registration in lieu of disciplinary action to wait 2 years before reapplying for registration and authorizes the director of the division of professions and occupations within the department (director) to issue letters of admonition and confidential letters of concern to surgical assistants and surgical technologists; Allows the director to enter into confidential agreements with surgical assistants or surgical technologists to limit practice based on an illness or other health condition that affects the ability to safely practice the profession; and Clarifies that a registrant may be disciplined for failing to notify the director of the limitations created by an illness or other health condition, act within such limitations, or act within the limitations imposed under a confidential agreement with the director to limit practice. The act also adds the following as grounds for discipline: Habitual or excessive use or abuse of alcohol, a habit-forming drug, or a controlled substance; Failing to notify the director within 30 days of any disciplinary action; Failing to respond to a complaint against the registrant in a materially responsive and timely manner within 30 days after receiving the complaint; Practicing outside the scope of the practice of a surgical assistant or surgical technologist; and Failing to satisfy generally accepted standards of practice as a surgical assistant or surgical technologist.(Note: This summary applies to this bill as enacted.)",0
"SB21-0093","2021_2022","2021-RS","Sunset Continue Healthcare Infections Advisory Committee","Health Care & Health Insurance
Public Health","Concerning the continuation of the healthcare-associated infections and antimicrobial resistance advisory committee, and, in connection therewith, implementing the recommendation in the 2020 sunset report by the department of regulatory agencies.","The act implements the recommendation of the department of regulatory agencies in its sunset review of and report on the healthcare-associated infections and antimicrobial resistance advisory committee by extending the committee indefinitely.(Note: This summary applies to this bill as enacted.)",0
"SB21-0094","2021_2022","2021-RS","Sunset Continue State Board Of Pharmacy","Health Care & Health Insurance
Professions & Occupations","Concerning the continuation of the state board of pharmacy, and, in connection therewith, implementing recommendations contained in the 2020 sunset report by the department of regulatory agencies and making other changes regarding the practice of professions regulated by the board.","The act implements recommendations of the department of regulatory agencies in its sunset review of and report on the state board of pharmacy (board) and its regulation of the practice of pharmacy and makes other modifications to the laws regulating the practice. Specifically:Sections 1 and 2 of the act continue the board and its functions for 9 years, until 2030, and consolidate within the sunset review the board's functions regarding the regulation of therapeutic interchange and therapeutically equivalent selections and of collaborative pharmacy practice agreements; Sections 3, 9, 10, 11, 18, 20, and 25 to 29 align the pharmacy practice act with the federal ""Drug Quality and Security Act""; Section 3 also: Clarifies that an out-of-state pharmacy need not register with the board when distributing prescription drugs to in-state pharmacies under common ownership with the out-of-state pharmacy if the drugs remain in the original manufacturer's packaging and are not compounded and the transfer is necessary to address an inventory shortage; Includes in the definition of ""other outlet"" a community mental health clinic, a behavioral health entity, and an approved treatment facility, thereby allowing those facilities to register with the board and operate as a pharmacy outlet; Repeals the term ""pharmaceutical care"" and replaces it with ""pharmacist care services"" to reflect the services pharmacists provide in addition to compounding and dispensing drugs; Adds functions to the scope of practice of a pharmacy technician, such as documenting medical history and replenishing automated dispensing devices; and Adds functions to the scope of practice of a pharmacist, such as prescribing certain drugs for limited conditions, ordering and evaluating laboratory tests, and performing limited physical assessments; Section 4 specifies that, of the pharmacist members of the board, one must be practicing in a hospital setting, one must be practicing in a chain pharmacy, and one must be practicing in an independent pharmacy; Section 5 repeals the requirement that the board justify its reasons for deviating from a recommendation from the veterinary pharmaceutical advisory committee; Sections 5, 6, 21 to 25, and 35 make technical amendments to the pharmacy practice act, such as eliminating references to ""diversion"" in the peer health assistance program and correcting erroneous references to wholesalers as ""licensed"" rather than ""registered""; Section 6 grants the board authority, after conducting a risk-based assessment, to inspect out-of-state pharmacies, out-of-state wholesalers, and nonresident 503B outsourcing facilities and requires the board to send quarterly electronic newsletters to pharmacists regarding updates in the law that affect the practice; Sections 7, 16, and 32 to 34 require pharmacists and pharmacies, as well as insurance companies that underwrite professional liability insurance for pharmacists and pharmacies, to report malpractice settlements and judgments to the board; Section 8 specifies tasks that a pharmacist may delegate to ancillary pharmacy personnel under the pharmacist's supervision; Section 10 increases the amount of medication that may be dispensed to an emergency room patient from a 24-hour supply to a 72-hour supply and allows a hospital to dispense a prescription drug to a hospitalized patient who leaves the hospital on a day pass; Sections 3, 12, and 31 authorize pharmacists to prescribe opiate antagonists; Sections 3 and 13 repeal the requirement that the label on an anabolic steroid prescription indicate the purpose for which the prescription was written; Section 14 authorizes a pharmacist, under specified circumstances, to substitute a drug in the same therapeutic class as the prescribed drug; Section 15 authorizes pharmacists to make specified types of minor adaptions to prescriptions; Section 16 specifies that a licensee, certificant, or registrant may be disciplined for habitual or excessive use or abuse of alcohol, habit-forming drugs, or controlled substances, but not for having a substance use disorder; Section 17 eliminates the requirement that the board send letters of admonition by certified mail; Section 19 requires the board to allow electronic storage of pharmacy records; Section 20 requires a pharmacist, with certain exceptions, to provide patient counseling in new medication therapy and authorizes a pharmacist, in the pharmacist's professional judgment, to provide patient counseling for any other prescription; and Section 30 increases from 3 to 6 the number of pharmacy technicians or other pharmacy staff that a pharmacist may designate to access, on behalf of a pharmacist supervising the pharmacy technician or other pharmacy staff, the prescription drug monitoring program.(Note: This summary applies to this bill as enacted.)",0
"SB21-0095","2021_2022","2021-RS","Sunset Employment First Advisory Partnership","Business & Economic Development
Human Services
State Government","Concerning the continuation of the employment first advisory partnership, and, in connection therewith, implementing the recommendation contained in the 2020 sunset report by the department of regulatory agencies and creating a hiring preference pilot program for people with disabilities.","The act implements the recommendation of the department of regulatory agencies in its sunset review and report on the employment first advisory partnership by continuing the partnership indefinitely.The act also creates a hiring preference pilot program for people with disabilities. Each department of state government may participate in the pilot program, but a participating department must submit a report on its implementation of the pilot program to the state personnel director, who will submit a report to the house business affairs and labor committee and the senate business, labor, and technology committee. A candidate qualifies for the pilot program when the candidate:Meets the minimum qualifications for the position; Is a person with a disability, as defined in the federal ""Americans with Disabilities Act of 1990"", and who has requested to participate in the pilot program; and Submits proof of a disability in a form and manner specified under the pilot program.(Note: This summary applies to this bill as enacted.)",0
"SB21-0096","2021_2022","2021-RS","Sunset Workers' Compensation Classification Appeals Board","Labor & Employment","Concerning the continuation of the workers' compensation classification appeals board, and, in connection therewith, implementing recommendations contained in the 2020 sunset report by the department of regulatory agencies.","Current law requires the commissioner of insurance (commissioner) to appoint 2 members to the workers' compensation classification appeals board who are salaried employees of an insurance company that issues workers' compensation insurance policies in this state or who are representatives of Pinnacol Assurance, but both members may not be representatives of Pinnacol Assurance or of the same insurance company.The act requires the commissioner to appoint:One member who is a salaried employee of an insurance company or a representative of Pinnacol Assurance; and One member who is a salaried employee of an insurance company, a representative of Pinnacol Assurance, or an insurance agent. The act maintains the prohibition against appointing a representative of Pinnacol Assurance or of the same insurance company to both positions on the board. The act also gives the commissioner the option to appoint an insurance agent to serve as an alternate member if one of the appointed members recuses himself or herself. The act continues the workers' compensation classification appeals board until 2032.(Note: This summary applies to this bill as enacted.)",0
"SB21-0097","2021_2022","2021-RS","Sunset Continue Medical Transparency Act","Health Care & Health Insurance","Concerning the continuation of the ""Michael Skolnik Medical Transparency Act of 2010"", and, in connection therewith, implementing the recommendation contained in the 2020 sunset report by the department of regulatory agencies.","The act implements the recommendation of the department of regulatory agencies' sunset review and report concerning the ""Michael Skolnik Medical Transparency Act of 2010"" to continue the act for 7 years, until 2028.(Note: This summary applies to this bill as enacted.)",0
