"bill_id","term","session","title","keywords","long_title","summary","commem"
"SB23-0076","2023_2024","2023-RS","Sunset Continue CO Youth Advisory Council","General Assembly","Concerning the continuation of the Colorado youth advisory council, and, in connection therewith, making an appropriation.","The Colorado youth advisory council (advisory council) is set to repeal September 1, 2023. The act continues the advisory council until September 1, 2028. The act renames the Colorado youth advisory council review committee as the Representative Hugh McKean Colorado youth advisory council review committee. The act appropriates $50,000 from the general fund to the Colorado youth advisory council cash fund. APPROVED by Governor June 2, 2023 EFFECTIVE June 2, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0077","2023_2024","2023-RS","Restrictions On Broker Engagement Contracts","Housing","Concerning prohibiting the inclusion of certain terms in a broker engagement contract.","The act states that, with certain exceptions, a broker engagement contract for the sale of a residential premises must not: Purport to be a covenant running with the land or to be binding on future owners of interests in the real property; Allow for assignment of the right to provide service without notice and agreement of the owner of the residential premises; or Purport to create a recordable lien, encumbrance, or other real property security interest. Any such lien, encumbrance, or other real property security interest is void and unenforceable. The act defines a ""broker engagement contract"" as a written contract in which a seller, buyer, landlord, or tenant of a residential premises becomes the client of a broker or agrees to retain the services of a broker in the future and promises to pay the broker a valuable consideration or agrees that the broker may receive a valuable consideration from another person in exchange for the broker producing a seller, buyer, tenant, or landlord ready, able, and willing to sell, buy, or rent the residential premises or for performing other services. A person that offers to a consumer a broker engagement contract that includes a prohibited provision commits an unfair or deceptive trade practice. APPROVED by Governor April 3, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0078","2023_2024","2023-RS","Manufacturer Pay Dealer Motor Vehicle Warranty","Business & Economic Development
Professions & Occupations
Transportation & Motor Vehicles","Concerning warranty reimbursements made by a motor vehicle manufacturer to motor vehicle dealers.","Before passage of the act, Colorado law required a motor vehicle or a powersports vehicle manufacturer (manufacturer) to timely compensate a motor vehicle or a powersports vehicle dealer (dealer) for warranty repairs based on the dealer's typical charges for parts and labor if these charges were reasonably consistent with the law governing the setting of these charges. The act repeals the condition that the charges must be reasonably consistent with this law, requiring the manufacturer to pay the charges even if there is a dispute as to the charges. The law governing the setting of these charges is not repealed, so the charges must continue to comply with the law. Before passage of the act, Colorado law governing these charges allowed a manufacturer to challenge the setting of a labor rate or part markup if either was inaccurate or if either was substantially different than the charges of other similarly situated line-make dealers. The act repeals the manufacturer's ability to challenge these charges when the rates are substantially different than the charges of other similarly situated line-make dealers. In order to challenge the setting of a labor rate or part markup as allowed before the passage of the act, the manufacturer was required to provide the dealer a notice that explains why the calculation was subject to contest. The act changes this requirement, requiring instead that the notice must explain why the calculation is materially inaccurate. APPROVED by Governor April 3, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0079","2023_2024","2023-RS","Nuclear Energy As A Clean Energy Resource","Energy","Concerning the inclusion of nuclear energy as a source of clean energy.","The bill updates statutory definitions of ""clean energy"" and ""clean energy resource"" to include nuclear energy. (Note: This summary applies to this bill as introduced.)",0
"SB23-0080","2023_2024","2023-RS","Tax Credit Parental Engagement In Schools","Education & School Finance (Pre & K-12)
Fiscal Policy & Taxes","Concerning an income tax credit for parental engagement in schools.","The bill establishes a parental engagement in schools income tax credit for income tax years commencing on or after January 1, 2024, that allows a taxpayer who is a parent (taxpayer) to claim a credit when the taxpayer volunteers in the school of the taxpayer's child. Taxpayers are allowed a credit of $20 for each volunteer hour, up to $500. Eligible schools include a school of a school district, a district charter school, an institute charter school, or a board of cooperative services. An eligible school shall issue a credit certificate to any taxpayer who volunteers in the school. The credit certificate allows the taxpayer to claim a credit with respect to the income taxes imposed by the state. To claim a credit, the taxpayer must submit the credit certificate to the department of revenue (department) with the taxpayer's income tax return for the income tax year for which a credit is claimed. The amount of the credit that exceeds the taxpayer's income taxes due is refunded to the taxpayer. The bill encourages eligible schools to promote the credit to parents at the start of each school year and to provide volunteer opportunities throughout the year to accommodate parent schedules and interests. The bill requires the Colorado state advisory council for parent involvement in education (council) to develop marketing materials to promote the credit to parents. The council shall conduct training sessions to instruct eligible schools on how to implement and manage a volunteer program to align with the credit. The training sessions must use best practices for parental engagement. On or before May 1, 2025, the council shall create and distribute a statewide parental engagement feedback survey (survey) to solicit and collect parental engagement feedback from parents. The purpose of the survey is to measure parental engagement participation and to determine whether parental engagement provides support to eligible schools. At the end of each school year through 2029, eligible schools are required to solicit feedback, using the council's survey, from parents concerning volunteer experiences. On or before July 1, 2025, and each July 1 thereafter through July 1, 2029, eligible schools shall submit the survey data to the school districts. On or before October 1, 2025, and each October 1 thereafter through October 1, 2029, school districts shall report the survey data to the department of education. The bill requires the department of education to submit an annual report summarizing the survey data reported by the school districts to the department on February 15, 2026, and each February 15 thereafter through February 15, 2030, to the state auditor, the education committees of the house of representatives and the senate, or their successor committees, and the finance committees of the house of representatives and the senate, or their successor committees. The bill repeals the income tax credit, effective July 1, 2032. (Note: This summary applies to this bill as introduced.)",0
"SB23-0081","2023_2024","2023-RS","Access To Medical Marijuana","Liquor, Tobacco, & Marijuana","Concerning allowing equitable patient access to medical marijuana in Colorado.","Current law allows a physician to submit documentation to the department of public health and environment (department) stating that a patient has a debilitating medical condition or disabling medical condition and may benefit from the use of medical marijuana. The bill clarifies that the physician is submitting a recommendation to the department rather than a certification or authorization. The bill removes the following requirements for a physician's recommendation to the department: The physician's federal drug enforcement agency number; The maximum THC potency level of the medical marijuana product; The recommended medical marijuana product; The patient's daily authorized quantity of the medical marijuana product; and Directions for use of the medical marijuana product. The bill allows a physician to establish a bonafide physician-patient relationship remotely via video or telephone conference if the patient is: 21 years of age or older; Under 18 years of age; or 18 years of age or older but under 21 years of age and the patient received a medical marijuana recommendation prior to 18 years of age. The bill clarifies that a patient must only present a uniform certification form completed by a recommending physician to a medical marijuana store if the patient seeks to purchase more than the statutorily allowed limit of medical marijuana products. Current law limits the amount of medical marijuana concentrate that a patient may purchase in a single day to 8 grams. The bill increases that limitation to 40 grams, but limits the total amount that a patient can purchase in a 30-day period to the equivalent of 8 grams per day. Current law limits the combined amount of medical marijuana products that a patient may purchase in a single day to 20,000 milligrams. The bill adds an exception to that limitation for nonedible, nonpsychoactive medical marijuana products. Current law limits the amount of medical marijuana concentrate that a patient 18 years of age or older but under 21 years of age may purchase in a single day to 2 grams. The bill allows a patient that is 18 years of age or older but under 21 years of age and had a registry identification card issued by the department prior to 18 years of age to purchase in a single day up to 8 grams of medical marijuana concentrate. The bill clarifies that when a physician issues a uniform certification form to a patient 18 years of age or older, the physician may consider whether the patient had a registry identification card issued by the department prior to 18 years of age as a factor in recommending that the patient be allowed to purchase more than the statutorily allowed quantities of medical marijuana products. The bill allows a retail marijuana store to sell retail marijuana products to patients at the statutorily allowed limit for medical marijuana products and registered primary caregivers 21 years of age or older who present a registry identification card issued by the department. The bill also allows a registered primary caregiver to purchase retail marijuana products for a patient who is under 21 years of age at the applicable statutorily allowed limit for medical marijuana products for patients under 21 years of age. (Note: This summary applies to this bill as introduced.)",0
"SB23-0082","2023_2024","2023-RS","Colorado Fostering Success Voucher Program","Children & Domestic Matters
Housing
Human Services","Concerning creation of the Colorado fostering success voucher program to assist foster youth, and, in connection therewith, making an appropriation.","The act establishes the Colorado fostering success voucher program (program) in the department of human services (DHS). The purpose of the program is to provide housing vouchers and case management services to eligible youth. Case management service agencies are eligible to participate in the program if they are currently participating in a certain type of foster youth program. Eligibility criteria for youth include: Being at least 18 years of age but less than 26 years of age; Having had prior experience in one of several ways with the foster care or kinship care system; Experiencing homelessness or being at imminent risk of homelessness and agreeing to receive case management services; Being a Colorado resident; and Having an income level below that determined by the state department of local affairs (DOLA). DHS and DOLA shall develop a joint administration and implementation plan for the program. Availability, standards, and services for the program are listed in the act. For the 2023-24 state fiscal year, $2,674,677 is appropriated from the general fund to the department of human services for use by the division of child welfare. The division may use this appropriation for preventing youth homelessness and implementation of this act. For the 2023-24 state fiscal year, the general assembly anticipates that the department of human services will receive $22,096 in federal funds for use by the division of child welfare to implement this act. APPROVED by Governor June 5, 2023 EFFECTIVE June 5, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0083","2023_2024","2023-RS","Physician Assistant Collaboration Requirements","Professions & Occupations","Concerning an expansion of a physician assistant's ability to practice, and, in connection therewith, changing the relationship between a physician assistant and a physician or podiatrist from supervision to collaboration.","The act modifies the relationship between a physician assistant and a physician or podiatrist by removing the requirement that a physician assistant be supervised by a physician or podiatrist except in certain circumstances. Instead, a physician assistant must enter into a collaborative agreement with a physician or podiatrist or physician group. The physician or podiatrist must be licensed in good standing in Colorado and be actively practicing with a regular and reliable physical presence in the state. The collaborative agreement must include: The physician assistant's name, license number, and primary location of practice; The signature of the physician assistant and the physician or physician group with whom the physician assistant has entered into the collaborative agreement; A description of the physician assistant's process for collaboration; A description of the performance evaluation process, which may be completed by the physician assistant's employer in accordance with a performance evaluation and review process established by the employer; and Any additional requirements specific to the physician assistant's practice required by the physician or physician group entering into the collaborative agreement, including additional levels of oversight, limitations on autonomous judgment, and the designation of a primary contact for collaboration. For a physician assistant with fewer than 5,000 practice hours, or a physician assistant changing practice areas with fewer than 3,000 practice hours in the new practice area, the collaborative agreement is a supervisory agreement that must include required elements and must also: Require that collaboration during the first 160 practice hours be completed in person or through technology, as permitted by the physician or physician group with whom the physician assistant is collaborating; Incorporate elements defining the expected nature of collaboration; and Require a performance evaluation and discussion of the performance evaluation with the physician assistant. For a physician assistant entering into a collaborative agreement with a physician or physician group in the emergency department of a hospital with a level I or level II trauma center, the collaborative agreement remains a supervisory agreement and continues indefinitely. For a physician assistant changing practice areas to practice in an emergency department of a hospital that is not a level I or level II trauma center, the supervising physician or physician group may increase the number of hours for which the collaborative agreement is a supervisory agreement. The act also eliminates the 3-year time limit for physician assistants to satisfy certain financial responsibility requirements from which such physician assistants are exempt under current law. APPROVED by Governor April 26, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0084","2023_2024","2023-RS","Full-time Employment For Higher Education Faculty","Higher Education","Concerning the calculation of full-time employment for teachers at higher education institutions for purposes of the federal public loan forgiveness program.","To determine if a faculty or teacher at a state or nonprofit institution of higher education (institution) is a full-time employee under the federal public loan forgiveness program (program), the act requires the faculty's or teacher's credit or contact hours to be multiplied by at least 4.35 to determine the number of hours worked. The act directs institutions to either directly certify employment for the program or annually provide employees with partially completed forms to certify their employment. The act allows an institution to apply this calculation going back to October 1, 2007. APPROVED by Governor March 23, 2023 EFFECTIVE March 23, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0085","2023_2024","2023-RS","Sunset Continue Sexual Misconduct Advisory Committee","Education & School Finance (Pre & K-12)","Concerning the continuation of the sexual misconduct advisory committee, and, in connection therewith, implementing the recommendations in the 2022 sunset report by the department of regulatory agencies.","The sexual misconduct advisory committee (advisory committee) repeals September 1, 2023. The act implements the department of regulatory agencies' recommendation to continue the advisory committee indefinitely. APPROVED by Governor April 28, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0086","2023_2024","2023-RS","Student Leaders Institute","Education & School Finance (Pre & K-12)","Concerning student leaders institute modernization, and, in connection therewith, making and reducing an appropriation.","The act continues the Colorado student leaders institute program and changes responsibility for the program from the department of higher education to the department of education. This change shifts oversight of the program from a governor-appointed executive board to the state board of education. The act transfers the long bill appropriation for the program from the department of higher education to the department of education. The bill appropriates $8,184 from the general fund to department of education to implement the act. APPROVED by Governor April 27, 2023 PORTIONS EFFECTIVE June 30, 2023 PORTIONS EFFECTIVE July 1, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0087","2023_2024","2023-RS","Teacher Degree Apprenticeship Program","Education & School Finance (Pre & K-12)","Concerning creation of a teacher degree apprenticeship program as an alternative route to teacher licensure, and, in connection therewith, making an appropriation.","As an alternative route to teacher licensure, the act creates a teacher degree apprenticeship program (apprenticeship program). The apprenticeship program builds on elements of current alternative teacher licensure programs, including a bachelor's degree requirement, training programs approved by the state department of education (CDE), and structured on-the-job training. The apprenticeship program is run collaboratively with the United States department of labor office of apprenticeship (DOL office) and the state apprenticeship office (state office) and utilizes apprentice mentor teachers and teacher apprenticeship program sponsors (sponsor). The act allows CDE to issue a teacher apprenticeship authorization (authorization) to a person (apprentice) who is employed by a school district, board of cooperative services, charter school, or institute charter school (school) who is actively registered in an apprenticeship program, and who is actively enrolled in an affiliated bachelor's degree program from an accredited institution. The authorization is valid for 4 years while the apprentice completes the bachelor's degree requirement of the program. CDE may renew the authorization for up to 2 successive terms, in increments of 2 years, as necessary for the apprentice to fulfill the apprenticeship requirements. An authorization is invalid if the apprentice withdraws from any part of the apprenticeship program or fails to make satisfactory progress. Upon application from an entity with expertise in apprenticeship or teacher preparation, CDE shall authorize the entity to serve as a sponsor. Applications to serve as a sponsor must include a proposed work process schedule and related instruction plan required by the DOL office and state office. CDE shall review each application and approve or disapprove the sponsor. If approved, the sponsor may apply to CDE for approval of an apprenticeship program. An apprenticeship program must meet the following criteria: Be registered with the DOL office or state office; Incorporate a bachelor's degree program from an accredited institution in a related field of study relative to the licensure type; and Incorporate on-the-job training in meaningful and time-saving ways. Every 5 years after apprenticeship program approval, CDE shall consult with the DOL office or state office concerning the federally required audit of the apprenticeship program to ensure the apprenticeship program continues to meet requirements. The state board of education is authorized to promulgate rules for the implementation of the apprenticeship program. For the 2023-24 state fiscal year, $116,134 is appropriated from the general fund to the department of education. For the 2023-24 state fiscal year, $26,435 is appropriated to the department of law from reappropriated funds received from the department of education. The department of law may use this appropriation to provide legal services for the department of education. APPROVED by Governor May 15, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0088","2023_2024","2023-RS","Sentence Served Before Parole And Notify Victim","Crimes, Corrections, & Enforcement","Concerning an offender's eligibility for release from confinement.","The act requires the Colorado commission on criminal and juvenile justice (commission) to report to the general assembly about its study of sentencing reform by June 30, 2023. The report must include a summary of the commission's work and an update on the status of the commission's and any task force's efforts to address clarity and certainty in the current criminal sentencing scheme regarding the amount of time that must be served on each sentence imposed by the court prior to a defendant's parole eligibility. APPROVED by Governor June 6, 2023 EFFECTIVE June 6, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0089","2023_2024","2023-RS","Uniform Family Law Arbitration Act","Civil Law","Concerning the authorization of the use of arbitration in domestic relations cases through the enactment of the ""Uniform Family Law Arbitration Act"".","Colorado Commission on Uniform State Laws. The bill enacts the ""Uniform Family Law Arbitration Act"" as drafted by the Uniform Law Commission, which authorizes the use of arbitration in domestic relations cases. The bill: Establishes qualifications, duties, and authority of arbitrators; and Specifies on what grounds and how a party may ask a court to confirm, modify, or vacate an award by an arbitrator.(Note: This summary applies to this bill as introduced.)",0
"SB23-0090","2023_2024","2023-RS","Uniform Commercial Code 2022 Amendments","Business & Economic Development
Financial Services & Commerce","Concerning the enactment of the 2022 amendments to the ""Uniform Commercial Code"".","The act incorporates the 2022 amendments to the ""Uniform Commercial Code"" (UCC), drafted by the Uniform Law Commission. The 2022 amendments update the UCC to account for emerging technologies by: Amending the definitions of ""conspicuous"", ""send"", and ""sign""; Adding the definition of ""electronic""; and Changing current references to ""writing"" or ""written"" to refer instead to a ""record"". The 2022 amendments update the provisions of the UCC related to secured transactions by: Addressing security interests and rights to payment related to controllable electronic records; Specifying how to perfect security interests in controllable accounts and controllable payment intangibles; Updating the definition of ""chattel paper"" to distinguish between a right to payment and the record evidencing the right to payment; Creating a new definition of ""assignee"" and ""assignor"". The act creates a new article within the UCC that governs controllable electronic records, including the transfer of property rights in certain intangible digital assets that have been or may be created and may involve the use of new technologies. The act provides guidance for which laws apply during the transition from the current UCC to the UCC as amended by the act. APPROVED by Governor May 1, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0091","2023_2024","2023-RS","Access To Behavioral Health Services","Human Services","Concerning access to behavioral health services for certain medicaid recipients who experience risk factors that influence health.","The bill requires the department of health care policy and financing (state department) to create a limited risk factors that influence health benefit (benefit) for medicaid recipients under 21 years of age who experience a qualifying risk factor that influences health. The bill requires the benefit to include access to certain behavioral health services. The bill requires the state department to implement the benefit no later than July 1, 2024. (Note: This summary applies to this bill as introduced.)",0
"SB23-0092","2023_2024","2023-RS","Agricultural Producers Use Of Agrivoltaics","Agriculture","Concerning opportunities for voluntary emission reductions in agriculture, and, in connection therewith, making an appropriation.","In support of the use of agrivoltaics, which is the integration of solar energy generation facilities with agricultural activities, the act authorizes the agricultural drought and climate resilience office (office) to award grants for new or ongoing demonstration or research projects that demonstrate or study the use of agrivoltaics. The Colorado water conservation board (board), in consultation with the state engineer, the Colorado energy office, and the Colorado water institute, is required to study the feasibility of using floatovoltaics, which are solar energy generation facilities placed over, near, or floating on irrigation canals or reservoirs. On or before January 1, 2025, the board shall submit a written report of its findings and conclusions from the study to the legislative committees of reference with jurisdiction over agricultural matters. The director of the division of parks and wildlife is required to consult on the impacts on wildlife of: Any research projects for which the office awards money to study the use of agrivoltaics; and A project that the board finances to study the feasibility of using floatovoltaics in the state. The act exempts certain agrivoltaic equipment from property taxation if the equipment is used in the required manner and amends the statutory definition of ""solar energy facility"", used in determining the valuation of public utilities for property tax purposes, to include agrivoltaics and floatovoltaics. The act requires the commissioner of agriculture (commissioner) to study greenhouse gas reduction and carbon sequestration opportunities in the agricultural sector, including soil health management practices, the use of dry digesters, and the potential for creating and offering a certified greenhouse gas offset program and credit instruments in the agricultural sector. To perform the study, the commission must consult with the Colorado energy office, the air quality control commission, the natural and working lands task force, the Colorado state forest service, and an institution of higher education with expertise in climate change mitigation, adaptation benefits, and other environmental benefits related to agricultural research. On or before October 1, 2024, the commissioner shall submit to the general assembly a progress report on the study and, on or before October 1, 2025, a final report, which must include any legislative and regulatory recommendations. The commissioner, in consultation with the Colorado energy office and the air quality control commission, may adopt rules to implement recommendations from the study that do not require legislative changes. Any greenhouse gas offset program or other greenhouse gas reduction and carbon sequestration program or mechanism that the commissioner establishes in rule must not mandate participation by agricultural producers. The act appropriates $611,870 for the 2023-24 state fiscal year from the general fund to the department of agriculture for use by the commissioner's office and administrative services, with $500,000 of the money appropriated for agrivoltaic project grants. APPROVED by Governor May 18, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die.(Note: This summary applies to this bill as enacted.)",0
"SB23-0093","2023_2024","2023-RS","Increase Consumer Protections Medical Transactions","Business & Economic Development
Health Care & Health Insurance","Concerning increasing consumer protections in various medical transactions.","The act: Caps the rate of interest on medical debt at 3% per annum; Defines ""medical debt"", for purposes of a statutory cap on interest rates and fair debt collection practices, to include medical debt arising from the receipt of health-care services or medical products or devices, excluding debt charged to a credit card; Upon the consumer's written request, requires a debt collector or collection agency collecting on medical debt to cease collection on the medical debt until the debt collector or collection agency provides to the consumer an itemized statement concerning the medical debt and allows the consumer to dispute the validity of the medical debt; Establishes requirements relating to payment plans for medical debt, including written documentation of the payment plan between the consumer and the debt collector or debt collection agency; notice to the consumer if the payment plan will be accelerated or declared in default or inoperative due to nonpayment; and the opportunity to renegotiate the payment plan; Prohibits a debt collector or collection agency, during an internal or external review or other appeal of a health insurance decision, from collecting on the medical debt, reporting the medical debt to a consumer reporting agency, or selling the medical debt to a debt buyer; Requires a creditor, debt collector, or collection agency that files a legal action to collect medical debt to include the identity of the original creditor, an itemization of the charges and, prior to the entry of a default judgment against the creditor, provide evidence of the medical debt; Makes it a deceptive trade practice to violate provisions relating to billing practices, surprise billing, and balance billing laws; and Requires a health-care provider or health-care facility to provide, upon request of a prospective patient, an estimate of the total cost of a health-care service (service) to a person who intends to self-pay for the service (self-pay estimate). The act includes requirements for the self-pay estimate and caps the amount by which the final, total cost of the service may exceed the self-pay estimate to the lesser of 15% of the self-pay estimate or $400, with exceptions for emergency or unforeseen, medically necessary services required during the service. The act makes it a deceptive trade practice to violate provisions relating to the self-pay estimate. APPROVED by Governor May 4, 2023 EFFECTIVE May 4, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0094","2023_2024","2023-RS","School Transportation Task Force","Education & School Finance (Pre & K-12)","Concerning the creation of a task force to report on measures to improve school transportation, and, in connection therewith, making an appropriation.","The act creates the Colorado school transportation modernization task force (task force) in the department of education (department) to create a report containing findings and recommendations to improve school transportation services for students. The department is required to provide relevant data to the task force to inform its duties. The report must be publicly published and submitted to the education committees of the senate and house of representatives, the board of education, and the governor by December 1, 2024. The act specifies task force membership, including the commissioner of education or the commissioner's designee, and members appointed by the commissioner. For the 2023-24 budget year, $95,313 is appropriated from the general fund to the department to implement the act. APPROVED by Governor May 16, 2023 EFFECTIVE May 16, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0095","2023_2024","2023-RS","Unlawfully Aiming Laser Device At Aircraft","Crimes, Corrections, & Enforcement","Concerning criminalizing unlawfully pointing a laser device at an aircraft.","The act creates the offense of unlawfully aiming a laser device at an aircraft (offense), which is a class 6 felony. A person commits the offense when the person knowingly points, focuses, or aims a laser device at an aircraft while the aircraft is occupied and the incident is reported to law enforcement by the pilot or crew member of the impacted aircraft. The act provides exemptions for a person who points a laser device at an aircraft under certain circumstances. APPROVED by Governor March 23, 2023 EFFECTIVE July 1, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0096","2023_2024","2023-RS","In-State Tuition Classification Institution Of Higher Education","Education & School Finance (Pre & K-12)","Concerning policies relating to in-state tuition classification at state-supported institutions of higher education.","The act adds information to the department of higher education's current annual reporting requirement as it relates to Colorado scholars. Current law limits the number of Colorado scholars that each institution counts in an academic year to 8% of the total number of in-state students. The act increases that limit to 15%. The act requires a peace corps volunteer to be classified as an in-state student for tuition purposes if the student was certified by the director of the peace corps as having served satisfactorily as a peace corps volunteer. A peace corps volunteer who is classified as an in-state student must not be counted as a resident student for any purpose other than tuition classification. APPROVED by Governor April 11, 2023 EFFECTIVE April 11, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0097","2023_2024","2023-RS","Motor Vehicle Theft And Unauthorized Use","Crimes, Corrections, & Enforcement","Concerning the adoption of the 2023 recommendations of the Colorado commission on criminal and juvenile justice regarding motor vehicle offenses committed by a person who is not the owner of the motor vehicle, and, in connection therewith, making an appropriation.","Current law criminalizes auto theft as ""aggravated motor vehicle theft in the first degree"" and ""aggravated motor vehicle theft in the second degree."" The penalties for both aggravated motor vehicle thefts are based on the value of the vehicle or vehicles stolen. The act changes the term ""aggravated motor vehicle theft"" to ""motor vehicle theft,"" changes the elements for motor vehicle theft in the first degree and second degree, and creates the offense of motor vehicle theft in the third degree. The penalties for motor vehicle theft are no longer based on the value of the vehicle or vehicles stolen. The act makes motor vehicle theft in the first degree a class 3 felony, motor vehicle theft in the second degree a class 4 felony, and motor vehicle theft in the third degree a class 5 felony. The act creates the offense ""unauthorized use of a motor vehicle"" and makes it a class 1 misdemeanor, or a class 5 felony for a second or subsequent offense. For the 2023-24 state fiscal year, $24,409 is appropriated from the Colorado DRIVES vehicle services account in the highway users tax fund to the division of motor vehicles in the department of revenue for DRIVES maintenance and support. APPROVED by Governor June 2, 2023 EFFECTIVE July 1, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0098","2023_2024","2023-RS","Gig Work Transparency","Labor & Employment","Concerning transparency for drivers who connect with consumers through the use of a digital platform.","The bill requires a delivery network company (DNC) or a transportation network company (TNC) operating in the state to provide various disclosures to their drivers and to consumers of the DNC or TNC regarding payments that a consumer makes to the DNC or TNC and the amount that the DNC or TNC then pays to a driver. The bill also requires transparency with regard to the procedures that govern a determination by a DNC or TNC to terminate a driver from, or rehire a driver on, the DNC's or TNC's digital platform and authorizes a driver who has been terminated to seek administrative review of the termination. The division of labor standards and statistics (division) in the department of labor and employment may impose fines against DNCs and TNCs for violations of the bill or require a DNC or TNC to rehire a wrongly terminated driver, and a consumer or driver aggrieved by a violation may file a civil suit against the DNC or TNC that committed the violation. The director of the division is required to adopt rules regarding the disclosures related to payments made to drivers and driver termination and rehire policies. (Note: This summary applies to this bill as introduced.)",0
"SB23-0099","2023_2024","2023-RS","Special Education Funding","Education & School Finance (Pre & K-12)","Concerning funding for special education services, and, in connection therewith, making an appropriation.","The act increases the required annual appropriation to the department of education from the state education fund or the general fund by an additional $40,203,671 for children who have one or more disabilities and who receive special education services from a school district, board of cooperative services, a charter school network, a charter school collaborative, or the state charter school institute that is providing educational services to exceptional children. APPROVED by Governor May 15, 2023 EFFECTIVE May 15, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0100","2023_2024","2023-RS","Uniform Community Property Disposition At Death Act","Probate, Trusts, & Fiduciaries","Concerning the ""Uniform Community Property Disposition at Death Act"".","The act repeals and reenacts the ""Uniform Community Property Disposition at Death Act."" The act applies to community property acquired by spouses while domiciled in a community property jurisdiction and makes clear that if the spouses partition or reclassify their community property or waive rights under the act, the act no longer applies to that property. The act creates a rebuttable presumption that all property acquired by spouses when domiciled in a jurisdiction where community property could be acquired is presumed to be community property. The act provides that upon the death of one community property spouse, half of the property the spouses purchased together belongs to the decedent and the other half to the surviving community property spouse. The act allows a court to recognize reimbursement rights and rights of redress in response to certain bad faith actions by one community property spouse that might impair the rights of the other community property spouse. APPROVED by Governor March 23, 2023 EFFECTIVE July 1, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0101","2023_2024","2023-RS","Candidate Ballot Access For Primary Elections","Elections & Redistricting","Concerning candidate ballot access for primary elections.","Currently, a major and, depending on party rules, a minor, political party candidate can access a primary election ballot in the state either by gathering a statutorily established number of petition signatures or by being nominated through the political party assembly process. Section 1 of the bill eliminates the option for a major political party candidate to access a primary election ballot by being nominated through the political party assembly process, and section 16 eliminates the option for a minor political party candidate. Current law prohibits an unaffiliated voter from signing a petition for a major political party candidate and prohibits a major political party candidate from circulating a party petition or gathering any signatures prior to the third Tuesday in January. Section 2 changes the first day on which a major political party candidate may circulate a petition and gather signatures to the day on which the secretary of state provides notice to the candidate that the petition has been approved as to form and eliminates the prohibition against an unaffiliated voter signing a petition for a major political party candidate. The number of petition signatures that a candidate must collect to access a primary election ballot is currently different for a candidate who is a member of a major political party and a candidate who is a member of a minor political party. Section 3 aligns the signature requirements for a candidate who is a member of a minor political party with the requirements for a candidate who is a member of a major political party. Section 3 also aligns the methods by which a candidate who is a member of a minor political party may access the presidential primary election ballot with those of a candidate who is a member of a minor political party. In addition, the date on which a candidate may first circulate a petition or gather signatures is different for a candidate who is a member of a major political party than for a candidate who is unaffiliated or a member of a minor political party. Section 3 aligns the day on which all candidates may circulate a petition or gather signatures to the day on which the secretary of state provides notice to the candidate that the petition has been approved as to form. For a petition to nominate a candidate from a major political party in a partisan election, current law requires each person who signs the petition to be affiliated with the major political party named in the petition. Section 4 allows a person who is not affiliated with any political party to sign one petition per office to nominate a candidate from a major political party in a partisan election. Current law specifies that for a candidate who is a member of a major political party to be placed on a presidential primary election ballot, the candidate must submit a notarized statement of intent and either a filing fee or a petition signed by at least 5,000 eligible electors affiliated with the candidate's political party who reside in the district. Section 5 allows the petition to be signed by eligible electors who have not been affiliated with any political party for at least 22 days. Sections 6 through 16, 18, and 19 make conforming amendments.(Note: This summary applies to this bill as introduced.)",0
"SB23-0102","2023_2024","2023-RS","Rule Review Bill","General Assembly
Professions & Occupations
State Government","Concerning implementation of the committee on legal services' recommendations in connection with legislative review of state agencies' rules.","(Note: This summary applies to this bill as enacted.)",0
